,Larvae_Information
2111,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7833&GenusName=Plagiotremus&SpeciesName=ewaensis&stockcode=8143
2112,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=62213&GenusName=Plagiotremus&SpeciesName=flavus&stockcode=52177
2113,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7834&GenusName=Plagiotremus&SpeciesName=goslinei&stockcode=8144
2114,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61226&GenusName=Plagiotremus&SpeciesName=iosodon&stockcode=51009
2115,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6070&GenusName=Plagiotremus&SpeciesName=laudandus&stockcode=6384
2116,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12787&GenusName=Plagiotremus&SpeciesName=phenax&stockcode=13114
2117,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6071&GenusName=Plagiotremus&SpeciesName=rhinorhynchos&stockcode=6385
2118,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46736&GenusName=Plagiotremus&SpeciesName=spilistius&stockcode=39371
2119,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6072&GenusName=Plagiotremus&SpeciesName=tapeinosoma&stockcode=6386
2120,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12788&GenusName=Plagiotremus&SpeciesName=townsendi&stockcode=13115
2121,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=15287&GenusName=Planiliza&SpeciesName=affinis&stockcode=14608
2122,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13000&GenusName=Planiliza&SpeciesName=haematocheila&stockcode=13321
2123,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4816&GenusName=Planiliza&SpeciesName=macrolepis&stockcode=5045
2124,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5737&GenusName=Platax&SpeciesName=orbicularis&stockcode=6030
2125,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5739&GenusName=Platax&SpeciesName=teira&stockcode=6032
2126,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1341&GenusName=Platichthys&SpeciesName=flesus&stockcode=1359
2127,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4249&GenusName=Platichthys&SpeciesName=stellatus&stockcode=4445
2128,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1314&GenusName=Platybelone&SpeciesName=argalus+platyura&stockcode=1332
2129,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=49820&GenusName=Platycephalus&SpeciesName=fuscus&stockcode=41706
2130,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=950&GenusName=Platycephalus&SpeciesName=indicus&stockcode=966
2131,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3552&GenusName=Platycephalus&SpeciesName=speculator&stockcode=3748
2132,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2547&GenusName=Platyrhinoidis&SpeciesName=triseriata&stockcode=2743
2133,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=251&GenusName=Plecoglossus&SpeciesName=altivelis&stockcode=265
2134,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3793&GenusName=Plectobranchus&SpeciesName=evides&stockcode=3989
2135,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13033&GenusName=Plectorhinchus&SpeciesName=cinctus&stockcode=13356
2136,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6366&GenusName=Plectorhinchus&SpeciesName=gibbosus&stockcode=6683
2137,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10577&GenusName=Plectranthias&SpeciesName=japonicus&stockcode=10900
2138,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5711&GenusName=Plectroglyphidodon&SpeciesName=johnstonianus&stockcode=6004
2139,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5712&GenusName=Plectroglyphidodon&SpeciesName=lacrymatus&stockcode=6005
2140,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5713&GenusName=Plectroglyphidodon&SpeciesName=leucozonus&stockcode=6006
2141,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7372&GenusName=Plectropomus&SpeciesName=laevis&stockcode=7672
2142,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4826&GenusName=Plectropomus&SpeciesName=leopardus&stockcode=5055
2143,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4886&GenusName=Plectropomus&SpeciesName=maculatus&stockcode=5117
2144,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8005&GenusName=Plesiops&SpeciesName=coeruleolineatus&stockcode=8316
2145,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=472&GenusName=Pleuragramma&SpeciesName=antarctica&stockcode=486
2146,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4037&GenusName=Pleurogrammus&SpeciesName=monopterygius&stockcode=4233
2147,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1342&GenusName=Pleuronectes&SpeciesName=platessa&stockcode=1360
2148,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4245&GenusName=Pleuronectes&SpeciesName=putnami&stockcode=4441
2149,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4250&GenusName=Pleuronectes&SpeciesName=quadrituberculatus&stockcode=4446
2150,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4251&GenusName=Pleuronichthys&SpeciesName=coenosus&stockcode=4447
2151,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4252&GenusName=Pleuronichthys&SpeciesName=decurrens&stockcode=4448
2152,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5657&GenusName=Plicomugil&SpeciesName=labiosus&stockcode=5949
2153,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4706&GenusName=Plotosus&SpeciesName=lineatus&stockcode=4927
2154,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=24005&GenusName=Podothecus&SpeciesName=sachi&stockcode=19087
2155,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=425&GenusName=Pogonias&SpeciesName=cromis&stockcode=439
2156,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=34&GenusName=Pollachius&SpeciesName=pollachius&stockcode=44
2157,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1343&GenusName=Pollachius&SpeciesName=virens&stockcode=1361
2158,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10259&GenusName=Pollichthys&SpeciesName=mauli&stockcode=10582
2159,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9024&GenusName=Polyacanthonotus&SpeciesName=africanus&stockcode=9349
2160,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6956&GenusName=Polyacanthonotus&SpeciesName=challengeri&stockcode=7291
2161,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=52719&GenusName=Polyacanthonotus&SpeciesName=merretti&stockcode=43846
2162,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=15804&GenusName=Polyacanthonotus&SpeciesName=rissoanus&stockcode=14879
2163,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7901&GenusName=Polydactylus&SpeciesName=plebeius&stockcode=8212
2164,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6416&GenusName=Polydactylus&SpeciesName=sexfilis&stockcode=6737
2165,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4470&GenusName=Polydactylus&SpeciesName=sextarius&stockcode=4668
2166,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=174&GenusName=Polyodon&SpeciesName=spathula&stockcode=188
2167,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=349&GenusName=Polyprion&SpeciesName=americanus&stockcode=363
2168,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7902&GenusName=Pomacanthus&SpeciesName=annularis&stockcode=8213
2169,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6504&GenusName=Pomacanthus&SpeciesName=imperator&stockcode=6825
2170,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5661&GenusName=Pomacanthus&SpeciesName=navarchus&stockcode=5954
2171,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5663&GenusName=Pomacanthus&SpeciesName=semicirculatus&stockcode=5956
2172,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6564&GenusName=Pomacanthus&SpeciesName=sexstriatus&stockcode=6885
2173,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5662&GenusName=Pomacanthus&SpeciesName=xanthometopon&stockcode=5955
2174,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5715&GenusName=Pomacentrus&SpeciesName=amboinensis&stockcode=6008
2175,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10252&GenusName=Pomacentrus&SpeciesName=australis&stockcode=10575
2176,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5717&GenusName=Pomacentrus&SpeciesName=bankanensis&stockcode=6010
2177,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5718&GenusName=Pomacentrus&SpeciesName=brachialis&stockcode=6011
2178,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5721&GenusName=Pomacentrus&SpeciesName=chrysurus&stockcode=6014
2179,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5720&GenusName=Pomacentrus&SpeciesName=coelestis&stockcode=6013
2180,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5723&GenusName=Pomacentrus&SpeciesName=grammorhynchus&stockcode=6016
2181,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5724&GenusName=Pomacentrus&SpeciesName=moluccensis&stockcode=6017
2182,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5716&GenusName=Pomacentrus&SpeciesName=nagasakiensis&stockcode=6009
2183,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5726&GenusName=Pomacentrus&SpeciesName=pavo&stockcode=6019
2184,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10280&GenusName=Pomacentrus&SpeciesName=taeniometopon&stockcode=10603
2185,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5730&GenusName=Pomacentrus&SpeciesName=vaiuli&stockcode=6023
2186,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10281&GenusName=Pomacentrus&SpeciesName=wardi&stockcode=10604
2187,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6923&GenusName=Pomachromis&SpeciesName=richardsoni&stockcode=7244
2188,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=399&GenusName=Pomadasys&SpeciesName=argenteus&stockcode=413
2189,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=364&GenusName=Pomatomus&SpeciesName=saltatrix&stockcode=378
2190,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1344&GenusName=Pomatoschistus&SpeciesName=microps&stockcode=1362
2191,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1345&GenusName=Pomatoschistus&SpeciesName=minutus&stockcode=1363
2192,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1346&GenusName=Pomatoschistus&SpeciesName=norvegicus&stockcode=1364
2193,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1347&GenusName=Pomatoschistus&SpeciesName=pictus&stockcode=1365
2194,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8222&GenusName=Pontinus&SpeciesName=sierra&stockcode=8535
2195,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3071&GenusName=Porichthys&SpeciesName=notatus&stockcode=3267
2196,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5117&GenusName=Poromitra&SpeciesName=crassiceps&stockcode=5353
2197,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=16858&GenusName=Poromitra&SpeciesName=megalops&stockcode=15295
2198,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59608&GenusName=Praealticus&SpeciesName=bilineatus&stockcode=49342
2199,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61224&GenusName=Praealticus&SpeciesName=caesius&stockcode=51007
2200,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61230&GenusName=Praealticus&SpeciesName=dayi&stockcode=51014
2201,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59515&GenusName=Praealticus&SpeciesName=labrovittatus&stockcode=49247
2202,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=63516&GenusName=Praealticus&SpeciesName=margaritarius&stockcode=53636
2203,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59663&GenusName=Praealticus&SpeciesName=margaritatus&stockcode=49394
2204,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61225&GenusName=Praealticus&SpeciesName=multistriatus&stockcode=51008
2205,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6055&GenusName=Praealticus&SpeciesName=natalis&stockcode=6369
2206,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61223&GenusName=Praealticus&SpeciesName=oortii&stockcode=51006
2207,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59516&GenusName=Praealticus&SpeciesName=poptae&stockcode=49248
2208,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61234&GenusName=Praealticus&SpeciesName=semicrenatus&stockcode=51018
2209,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59613&GenusName=Praealticus&SpeciesName=striatus&stockcode=49346
2210,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23770&GenusName=Praealticus&SpeciesName=tanegasimae&stockcode=18892
2211,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59658&GenusName=Praealticus&SpeciesName=triangulus&stockcode=49389
2212,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6632&GenusName=Premnas&SpeciesName=biaculeatus&stockcode=6952
2213,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5791&GenusName=Priacanthus&SpeciesName=hamrur&stockcode=6086
2214,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=356&GenusName=Priacanthus&SpeciesName=macracanthus&stockcode=370
2215,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12824&GenusName=Priolepis&SpeciesName=boreus&stockcode=13151
2216,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12885&GenusName=Priolepis&SpeciesName=semidoliata&stockcode=13216
2217,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7104&GenusName=Prionodraco&SpeciesName=evansii&stockcode=7486
2218,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1243&GenusName=Prionotus&SpeciesName=carolinus&stockcode=1259
2219,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=14259&GenusName=Prionotus&SpeciesName=ruscarius&stockcode=14113
2220,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4029&GenusName=Prionotus&SpeciesName=stephanophrys&stockcode=4225
2221,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9891&GenusName=Pristigenys&SpeciesName=meyeri&stockcode=10214
2222,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7905&GenusName=Pristigenys&SpeciesName=niphonia&stockcode=8216
2223,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3519&GenusName=Pristigenys&SpeciesName=serrula&stockcode=3715
2224,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8127&GenusName=Pristotis&SpeciesName=obtusirostris&stockcode=8438
2225,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13350&GenusName=Proeutropiichthys&SpeciesName=taakree&stockcode=13604
2226,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=15382&GenusName=Prognichthys&SpeciesName=brevipinnis&stockcode=14655
2227,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13692&GenusName=Prognichthys&SpeciesName=tringa&stockcode=13761
2228,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12917&GenusName=Prolatilus&SpeciesName=jugularis&stockcode=13250
2229,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5008&GenusName=Promethichthys&SpeciesName=prometheus&stockcode=5242
2230,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3312&GenusName=Pronotogrammus&SpeciesName=multifasciatus&stockcode=3508
2231,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2736&GenusName=Protomyctophum&SpeciesName=crockeri&stockcode=2932
2232,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22986&GenusName=Protomyctophum&SpeciesName=thompsoni&stockcode=18248
2233,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9946&GenusName=Psammogobius&SpeciesName=biocellatus&stockcode=10269
2234,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10299&GenusName=Psenes&SpeciesName=arafurensis&stockcode=10620
2235,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3925&GenusName=Psenes&SpeciesName=cyanophrys&stockcode=4121
2236,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3926&GenusName=Psenes&SpeciesName=maculatus&stockcode=4122
2237,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3927&GenusName=Psenes&SpeciesName=pellucidus&stockcode=4123
2238,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=497&GenusName=Psenopsis&SpeciesName=anomala&stockcode=513
2239,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4255&GenusName=Psettichthys&SpeciesName=melanostictus&stockcode=4451
2240,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8282&GenusName=Psettina&SpeciesName=gigantea&stockcode=8595
2241,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=513&GenusName=Psettodes&SpeciesName=erumei&stockcode=529
2242,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12011&GenusName=Pseudaphritis&SpeciesName=urvillii&stockcode=12337
2243,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10216&GenusName=Pseudechidna&SpeciesName=brummeri&stockcode=10539
2244,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22948&GenusName=Pseudobagrus&SpeciesName=aurantiacus&stockcode=18216
2245,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=56248&GenusName=Pseudobagrus&SpeciesName=tokiensis&stockcode=46307
2246,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12541&GenusName=Pseudobathylagus&SpeciesName=milleri&stockcode=12873
2247,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2549&GenusName=Pseudobatos&SpeciesName=productus&stockcode=2745
2248,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1002&GenusName=Pseudocaranx&SpeciesName=dentex&stockcode=1018
2249,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1949&GenusName=Pseudocaranx&SpeciesName=wrighti&stockcode=2145
2250,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5616&GenusName=Pseudocheilinus&SpeciesName=evanidus&stockcode=5910
2251,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5617&GenusName=Pseudocheilinus&SpeciesName=hexataenia&stockcode=5911
2252,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5618&GenusName=Pseudocheilinus&SpeciesName=octotaenia&stockcode=5912
2253,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5619&GenusName=Pseudocheilinus&SpeciesName=tetrataenia&stockcode=5913
2254,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22905&GenusName=Pseudogobio&SpeciesName=esocinus&stockcode=18178
2255,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23673&GenusName=Pseudogobius&SpeciesName=masago&stockcode=18815
2256,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22786&GenusName=Pseudogobius&SpeciesName=olorum&stockcode=18078
2257,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46538&GenusName=Pseudogramma&SpeciesName=thaumasia&stockcode=39213
2258,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4851&GenusName=Pseudojuloides&SpeciesName=cerasinus&stockcode=5081
2259,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12795&GenusName=Pseudolabrus&SpeciesName=japonicus&stockcode=13123
2260,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=50136&GenusName=Pseudopercis&SpeciesName=semifasciata&stockcode=41931
2261,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=524&GenusName=Pseudopleuronectes&SpeciesName=americanus&stockcode=540
2262,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4691&GenusName=Pseudorasbora&SpeciesName=parva&stockcode=4909
2263,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22924&GenusName=Pseudorasbora&SpeciesName=pumila&stockcode=18197
2264,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1376&GenusName=Pseudorhombus&SpeciesName=natalensis&stockcode=1395
2265,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8191&GenusName=Pseudotriacanthus&SpeciesName=strigilifer&stockcode=8504
2266,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7105&GenusName=Psilodraco&SpeciesName=breviceps&stockcode=7487
2267,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4135&GenusName=Psychrolutes&SpeciesName=paradoxus&stockcode=4331
2268,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=11732&GenusName=Psychrolutes&SpeciesName=phrictus&stockcode=12058
2269,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4090&GenusName=Psychrolutes&SpeciesName=sigalutes&stockcode=4286
2270,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5620&GenusName=Pteragogus&SpeciesName=cryptus&stockcode=5914
2271,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8022&GenusName=Pteragogus&SpeciesName=flagellifer&stockcode=8333
2272,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5621&GenusName=Pteragogus&SpeciesName=guttatus&stockcode=5915
2273,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=15426&GenusName=Pterapogon&SpeciesName=kauderni&stockcode=14687
2274,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4377&GenusName=Ptereleotris&SpeciesName=hanae&stockcode=4572
2275,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=933&GenusName=Pterocaesio&SpeciesName=digramma&stockcode=949
2276,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=15885&GenusName=Pterogobius&SpeciesName=zacalles&stockcode=14918
2277,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5195&GenusName=Pterois&SpeciesName=volitans&stockcode=6124
2278,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22771&GenusName=Pterothrissus&SpeciesName=gissu&stockcode=18065
2279,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3558&GenusName=Pterycombus&SpeciesName=brama&stockcode=3754
2280,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12279&GenusName=Pterycombus&SpeciesName=petersii&stockcode=12605
2281,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3814&GenusName=Ptilichthys&SpeciesName=goodei&stockcode=4010
2282,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3273&GenusName=Pungitius&SpeciesName=pungitius&stockcode=3469
2283,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22898&GenusName=Pungtungia&SpeciesName=herzi&stockcode=18174
2284,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6572&GenusName=Pygoplites&SpeciesName=diacanthus&stockcode=6893
2285,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=52409&GenusName=Pyramodon&SpeciesName=lindas&stockcode=43595
2286,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=52410&GenusName=Pyramodon&SpeciesName=parini&stockcode=43596
2287,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=16793&GenusName=Pyramodon&SpeciesName=punctatus&stockcode=15252
2288,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23224&GenusName=Pyramodon&SpeciesName=ventralis&stockcode=18448
2289,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3896&GenusName=Quietula&SpeciesName=y-cauda&stockcode=4092
2290,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3542&GenusName=Rachycentron&SpeciesName=canadum&stockcode=3738
2291,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7106&GenusName=Racovitzia&SpeciesName=glacialis&stockcode=7488
2292,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9153&GenusName=Radiicephalus&SpeciesName=elongatus&stockcode=9474
2293,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4136&GenusName=Radulinus&SpeciesName=asprellus&stockcode=4332
2294,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4137&GenusName=Radulinus&SpeciesName=boleoides&stockcode=4333
2295,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1349&GenusName=Raniceps&SpeciesName=raninus&stockcode=1367
2296,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1750&GenusName=Ranzania&SpeciesName=laevis&stockcode=1946
2297,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=111&GenusName=Rastrelliger&SpeciesName=kanagurta&stockcode=125
2298,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=11818&GenusName=Redigobius&SpeciesName=bikolanus&stockcode=12143
2299,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=56980&GenusName=Redigobius&SpeciesName=macrostoma&stockcode=46759
2300,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3267&GenusName=Regalecus&SpeciesName=glesne&stockcode=3463
2301,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25038&GenusName=Regalecus&SpeciesName=russelii&stockcode=19806
2302,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=516&GenusName=Reinhardtius&SpeciesName=hippoglossoides&stockcode=532
2303,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1751&GenusName=Remora&SpeciesName=remora&stockcode=1947
2304,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8286&GenusName=Repomucenus&SpeciesName=huguenini&stockcode=8599
2305,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6511&GenusName=Retropinna&SpeciesName=semoni&stockcode=6832
2306,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7697&GenusName=Rexea&SpeciesName=prometheoides&stockcode=8006
2307,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8490&GenusName=Rexea&SpeciesName=solandri&stockcode=8804
2308,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=64826&GenusName=Rhabdoblennius&SpeciesName=nigropunctatus&stockcode=54824
