,Descriptive_Characters_Of_Fish_Eggs
3336,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1350&GenusName=Sardina&SpeciesName=pilchardus&fc=43&stockcode=1368
3337,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1043&GenusName=Sardinella&SpeciesName=aurita&fc=43&stockcode=1059
3338,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1507&GenusName=Sardinella&SpeciesName=fimbriata&fc=43&stockcode=1700
3339,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1508&GenusName=Sardinella&SpeciesName=gibbosa&fc=43&stockcode=1701
3340,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1511&GenusName=Sardinella&SpeciesName=longiceps&fc=43&stockcode=1704
3341,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1518&GenusName=Sardinella&SpeciesName=tawilis&fc=43&stockcode=1711
3342,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1477&GenusName=Sardinops&SpeciesName=sagax&fc=43&stockcode=1670
3343,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6625&GenusName=Sargocentron&SpeciesName=rubrum&fc=243&stockcode=6944
3344,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26090&GenusName=Sarmarutilus&SpeciesName=rubilio&fc=122&stockcode=20528
3345,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2026&GenusName=Sarotherodon&SpeciesName=caroli&fc=349&stockcode=2223
3346,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1389&GenusName=Sarotherodon&SpeciesName=galilaeus&fc=349&stockcode=1407
3347,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1389&GenusName=Sarotherodon&SpeciesName=galilaeus&fc=349&stockcode=4635
3348,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1389&GenusName=Sarotherodon&SpeciesName=galilaeus&fc=349&stockcode=2248
3349,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1445&GenusName=Sarotherodon&SpeciesName=linnellii&fc=349&stockcode=1547
3350,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1442&GenusName=Sarotherodon&SpeciesName=lohbergeri&fc=349&stockcode=1544
3351,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1412&GenusName=Sarotherodon&SpeciesName=melanotheron&fc=349&stockcode=1546
3352,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1412&GenusName=Sarotherodon&SpeciesName=melanotheron&fc=349&stockcode=2245
3353,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1412&GenusName=Sarotherodon&SpeciesName=melanotheron&fc=349&stockcode=1461
3354,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1414&GenusName=Sarotherodon&SpeciesName=occidentalis&fc=349&stockcode=1463
3355,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1443&GenusName=Sarotherodon&SpeciesName=steinbachi&fc=349&stockcode=1545
3356,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12319&GenusName=Satanoperca&SpeciesName=daemon&fc=349&stockcode=12646
3357,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47522&GenusName=Satanoperca&SpeciesName=leucosticta&fc=349&stockcode=39964
3358,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6479&GenusName=Saurida&SpeciesName=tumbil&fc=160&stockcode=6801
3359,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1055&GenusName=Saurida&SpeciesName=undosquamis&fc=160&stockcode=1071
3360,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2595&GenusName=Scaphirhynchus&SpeciesName=albus&fc=32&stockcode=2791
3361,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2596&GenusName=Scaphirhynchus&SpeciesName=platorynchus&fc=32&stockcode=2792
3362,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2951&GenusName=Scardinius&SpeciesName=erythrophthalmus&fc=122&stockcode=3147
3363,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51647&GenusName=Scartella&SpeciesName=caboverdiana&fc=392&stockcode=43160
3364,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3770&GenusName=Scartella&SpeciesName=cristata&fc=392&stockcode=3966
3365,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=16966&GenusName=Scartella&SpeciesName=emarginata&fc=392&stockcode=15375
3366,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64883&GenusName=Scartella&SpeciesName=itajobi&fc=392&stockcode=54886
3367,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=22660&GenusName=Scartella&SpeciesName=nuchifilis&fc=392&stockcode=17988
3368,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=62083&GenusName=Scartella&SpeciesName=poiti&fc=392&stockcode=51994
3369,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=22662&GenusName=Scartella&SpeciesName=springeri&fc=392&stockcode=17989
3370,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27049&GenusName=Scartichthys&SpeciesName=crapulatus&fc=392&stockcode=21161
3371,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13554&GenusName=Scartichthys&SpeciesName=gigas&fc=392&stockcode=13693
3372,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27050&GenusName=Scartichthys&SpeciesName=variolatus&fc=392&stockcode=21162
3373,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27051&GenusName=Scartichthys&SpeciesName=viridis&fc=392&stockcode=21163
3374,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4967&GenusName=Scarus&SpeciesName=dubius&fc=364&stockcode=5200
3375,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5544&GenusName=Scarus&SpeciesName=festivus&fc=364&stockcode=5834
3376,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4968&GenusName=Scarus&SpeciesName=flavipectoralis&fc=364&stockcode=5201
3377,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4698&GenusName=Scatophagus&SpeciesName=argus&fc=341&stockcode=4919
3378,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=58506&GenusName=Schistura&SpeciesName=antennata&fc=692&stockcode=48219
3379,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=948&GenusName=Sciades&SpeciesName=couma&fc=145&stockcode=964
3380,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=951&GenusName=Sciades&SpeciesName=herzbergii&fc=145&stockcode=967
3381,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1707&GenusName=Sciaena&SpeciesName=umbra&fc=331&stockcode=1903
3382,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6357&GenusName=Scleropages&SpeciesName=formosus&fc=38&stockcode=6670
3383,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7537&GenusName=Scleropages&SpeciesName=leichardti&fc=38&stockcode=7841
3384,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=117&GenusName=Scomber&SpeciesName=japonicus&fc=416&stockcode=131
3385,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=118&GenusName=Scomber&SpeciesName=scombrus&fc=416&stockcode=132
3386,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208&stockcode=1100
3387,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9027&GenusName=Scomberesox&SpeciesName=scombroides&fc=208&stockcode=9347
3388,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=121&GenusName=Scomberomorus&SpeciesName=commerson&fc=416&stockcode=135
3389,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=123&GenusName=Scomberomorus&SpeciesName=guttatus&fc=416&stockcode=137
3390,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=141&GenusName=Scomberomorus&SpeciesName=tritor&fc=416&stockcode=155
3391,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=530&GenusName=Scophthalmus&SpeciesName=aquosus&fc=515&stockcode=546
3392,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1348&GenusName=Scophthalmus&SpeciesName=maximus&fc=515&stockcode=1366
3393,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=854&GenusName=Scyliorhinus&SpeciesName=stellaris&fc=10&stockcode=870
3394,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3949&GenusName=Sebastes&SpeciesName=aleutianus&fc=573&stockcode=4145
3395,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=504&GenusName=Sebastes&SpeciesName=alutus&fc=573&stockcode=520
3396,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3950&GenusName=Sebastes&SpeciesName=atrovirens&fc=573&stockcode=4146
3397,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3951&GenusName=Sebastes&SpeciesName=auriculatus&fc=573&stockcode=4147
3398,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3953&GenusName=Sebastes&SpeciesName=babcocki&fc=573&stockcode=4149
3399,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13057&GenusName=Sebastes&SpeciesName=baramenuke&fc=573&stockcode=13380
3400,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3954&GenusName=Sebastes&SpeciesName=borealis&fc=573&stockcode=4150
3401,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3955&GenusName=Sebastes&SpeciesName=brevispinis&fc=573&stockcode=4151
3402,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=506&GenusName=Sebastes&SpeciesName=capensis&fc=573&stockcode=522
3403,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3956&GenusName=Sebastes&SpeciesName=carnatus&fc=573&stockcode=4152
3404,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3957&GenusName=Sebastes&SpeciesName=caurinus&fc=573&stockcode=4153
3405,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3958&GenusName=Sebastes&SpeciesName=chlorostictus&fc=573&stockcode=4154
3406,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3959&GenusName=Sebastes&SpeciesName=chrysomelas&fc=573&stockcode=4155
3407,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3960&GenusName=Sebastes&SpeciesName=ciliatus&fc=573&stockcode=4156
3408,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3961&GenusName=Sebastes&SpeciesName=constellatus&fc=573&stockcode=4157
3409,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14228&GenusName=Sebastes&SpeciesName=cortezi&fc=573&stockcode=14090
3410,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3962&GenusName=Sebastes&SpeciesName=crameri&fc=573&stockcode=4158
3411,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3963&GenusName=Sebastes&SpeciesName=dallii&fc=573&stockcode=4159
3412,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3964&GenusName=Sebastes&SpeciesName=diploproa&fc=573&stockcode=4160
3413,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3965&GenusName=Sebastes&SpeciesName=elongatus&fc=573&stockcode=4161
3414,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3966&GenusName=Sebastes&SpeciesName=emphaeus&fc=573&stockcode=4162
3415,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3967&GenusName=Sebastes&SpeciesName=ensifer&fc=573&stockcode=4163
3416,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=502&GenusName=Sebastes&SpeciesName=entomelas&fc=573&stockcode=518
3417,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3968&GenusName=Sebastes&SpeciesName=eos&fc=573&stockcode=4164
3418,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14229&GenusName=Sebastes&SpeciesName=exsul&fc=573&stockcode=14091
3419,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3969&GenusName=Sebastes&SpeciesName=fasciatus&fc=573&stockcode=4165
3420,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13060&GenusName=Sebastes&SpeciesName=flammeus&fc=573&stockcode=13382
3421,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=503&GenusName=Sebastes&SpeciesName=flavidus&fc=573&stockcode=519
3422,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3970&GenusName=Sebastes&SpeciesName=gilli&fc=573&stockcode=4166
3423,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23844&GenusName=Sebastes&SpeciesName=glaucus&fc=573&stockcode=18957
3424,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3971&GenusName=Sebastes&SpeciesName=goodei&fc=573&stockcode=4167
3425,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3972&GenusName=Sebastes&SpeciesName=helvomaculatus&fc=573&stockcode=4168
3426,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3973&GenusName=Sebastes&SpeciesName=hopkinsi&fc=573&stockcode=4169
3427,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23858&GenusName=Sebastes&SpeciesName=ijimae&fc=573&stockcode=18967
3428,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4586&GenusName=Sebastes&SpeciesName=inermis&fc=573&stockcode=4772
3429,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13061&GenusName=Sebastes&SpeciesName=iracundus&fc=573&stockcode=13383
3430,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23846&GenusName=Sebastes&SpeciesName=itinus&fc=573&stockcode=18959
3431,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3974&GenusName=Sebastes&SpeciesName=jordani&fc=573&stockcode=4170
3432,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23855&GenusName=Sebastes&SpeciesName=joyneri&fc=573&stockcode=18963
3433,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3975&GenusName=Sebastes&SpeciesName=lentiginosus&fc=573&stockcode=4171
3434,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3976&GenusName=Sebastes&SpeciesName=levis&fc=573&stockcode=4172
3435,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23866&GenusName=Sebastes&SpeciesName=longispinis&fc=573&stockcode=18972
3436,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3977&GenusName=Sebastes&SpeciesName=macdonaldi&fc=573&stockcode=4173
3437,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3978&GenusName=Sebastes&SpeciesName=maliger&fc=573&stockcode=4174
3438,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13055&GenusName=Sebastes&SpeciesName=matsubarai&fc=573&stockcode=13378
3439,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3979&GenusName=Sebastes&SpeciesName=melanops&fc=573&stockcode=4175
3440,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3980&GenusName=Sebastes&SpeciesName=melanosema&fc=573&stockcode=4176
3441,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3981&GenusName=Sebastes&SpeciesName=melanostomus&fc=573&stockcode=4177
3442,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=505&GenusName=Sebastes&SpeciesName=mentella&fc=573&stockcode=521
3443,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3982&GenusName=Sebastes&SpeciesName=miniatus&fc=573&stockcode=4178
3444,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23852&GenusName=Sebastes&SpeciesName=minor&fc=573&stockcode=18960
3445,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54379&GenusName=Sebastes&SpeciesName=moseri&fc=573&stockcode=45046
3446,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=501&GenusName=Sebastes&SpeciesName=norvegicus&fc=573&stockcode=517
3447,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3987&GenusName=Sebastes&SpeciesName=paucispinis&fc=573&stockcode=4183
3448,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1352&GenusName=Sebastes&SpeciesName=viviparus&fc=573&stockcode=1370
3449,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4009&GenusName=Sebastolobus&SpeciesName=alascanus&fc=573&stockcode=4205
3450,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4010&GenusName=Sebastolobus&SpeciesName=altivelis&fc=573&stockcode=4206
3451,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11704&GenusName=Sebastolobus&SpeciesName=macrochir&fc=573&stockcode=12030
3452,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7890&GenusName=Selachophidium&SpeciesName=guentheri&fc=186&stockcode=8201
3453,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1954&GenusName=Selar&SpeciesName=boops&fc=314&stockcode=2150
3454,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=379&GenusName=Selene&SpeciesName=dorsalis&fc=314&stockcode=393
3455,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1959&GenusName=Seriola&SpeciesName=carpenteri&fc=314&stockcode=2155
3456,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1005&GenusName=Seriola&SpeciesName=dumerili&fc=314&stockcode=1021
3457,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1006&GenusName=Seriola&SpeciesName=fasciata&fc=314&stockcode=1022
3458,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=382&GenusName=Seriola&SpeciesName=lalandi&fc=314&stockcode=396
3459,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1007&GenusName=Seriola&SpeciesName=rivoliana&fc=314&stockcode=1023
3460,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12918&GenusName=Seriolella&SpeciesName=brama&fc=421&stockcode=13251
3461,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12922&GenusName=Seriolella&SpeciesName=punctata&fc=421&stockcode=13255
3462,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1353&GenusName=Serranus&SpeciesName=cabrilla&fc=289&stockcode=1371
3463,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=611&GenusName=Setipinna&SpeciesName=taty&fc=454&stockcode=627
3464,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9994&GenusName=Sicyopterus&SpeciesName=lagocephalus&fc=405&stockcode=10317
3465,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6347&GenusName=Sicyopterus&SpeciesName=stimpsoni&fc=405&stockcode=6660
3466,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4456&GenusName=Siganus&SpeciesName=canaliculatus&fc=413&stockcode=4654
3467,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4616&GenusName=Siganus&SpeciesName=fuscescens&fc=413&stockcode=4803
3468,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4588&GenusName=Siganus&SpeciesName=guttatus&fc=413&stockcode=4774
3469,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4613&GenusName=Siganus&SpeciesName=luridus&fc=413&stockcode=4800
3470,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4545&GenusName=Siganus&SpeciesName=rivulatus&fc=413&stockcode=4730
3471,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4561&GenusName=Siganus&SpeciesName=vermiculatus&fc=413&stockcode=4746
3472,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7972&GenusName=Sillago&SpeciesName=schomburgkii&fc=307&stockcode=8283
3473,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4544&GenusName=Sillago&SpeciesName=sihama&fc=307&stockcode=4729
3474,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=289&GenusName=Silurus&SpeciesName=glanis&fc=132&stockcode=303
3475,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25310&GenusName=Silurus&SpeciesName=triostegus&fc=132&stockcode=20052
3476,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9102&GenusName=Simenchelys&SpeciesName=parasitica&fc=57&stockcode=9423
3477,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8856&GenusName=Simochromis&SpeciesName=diagramma&fc=349&stockcode=9177
3478,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7194&GenusName=Siokunichthys&SpeciesName=bentuviai&fc=258&stockcode=7319
3479,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7191&GenusName=Siokunichthys&SpeciesName=breviceps&fc=258&stockcode=7310
3480,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7190&GenusName=Siokunichthys&SpeciesName=herrei&fc=258&stockcode=7308
3481,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7192&GenusName=Siokunichthys&SpeciesName=nigrolineatus&fc=258&stockcode=7311
3482,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7193&GenusName=Siokunichthys&SpeciesName=southwelli&fc=258&stockcode=7312
3483,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59176&GenusName=Siphamia&SpeciesName=argentea&fc=304&stockcode=48900
3484,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14886&GenusName=Siphamia&SpeciesName=cephalotes&fc=304&stockcode=14410
3485,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25077&GenusName=Siphamia&SpeciesName=corallicola&fc=304&stockcode=19840
3486,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14888&GenusName=Siphamia&SpeciesName=cuneiceps&fc=304&stockcode=14411
3487,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59177&GenusName=Siphamia&SpeciesName=elongata&fc=304&stockcode=48901
3488,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5785&GenusName=Siphamia&SpeciesName=fistulosa&fc=304&stockcode=6080
3489,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5783&GenusName=Siphamia&SpeciesName=fuscolineata&fc=304&stockcode=6078
3490,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14890&GenusName=Siphamia&SpeciesName=guttulata&fc=304&stockcode=14412
3491,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25105&GenusName=Siphamia&SpeciesName=jebbi&fc=304&stockcode=19868
3492,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14892&GenusName=Siphamia&SpeciesName=majimai&fc=304&stockcode=14413
3493,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12628&GenusName=Siphamia&SpeciesName=mossambica&fc=304&stockcode=12972
3494,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11667&GenusName=Siphamia&SpeciesName=roseigaster&fc=304&stockcode=11993
3495,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59179&GenusName=Siphamia&SpeciesName=tubifer&fc=304&stockcode=48903
3496,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14897&GenusName=Siphamia&SpeciesName=tubulata&fc=304&stockcode=14414
3497,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8193&GenusName=Sirembo&SpeciesName=imberbis&fc=186&stockcode=8506
3498,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10527&GenusName=Sirembo&SpeciesName=jerdoni&fc=186&stockcode=10849
3499,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24954&GenusName=Sirembo&SpeciesName=metachroma&fc=186&stockcode=19751
3500,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=49278&GenusName=Snyderidia&SpeciesName=canina&fc=187&stockcode=41284
3501,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14391&GenusName=Solea&SpeciesName=ovata&fc=441&stockcode=14199
3502,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=525&GenusName=Solea&SpeciesName=solea&fc=441&stockcode=541
3503,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26104&GenusName=Solegnathus&SpeciesName=dunckeri&fc=258&stockcode=20535
3504,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23610&GenusName=Solegnathus&SpeciesName=hardwickii&fc=258&stockcode=18765
3505,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8329&GenusName=Solegnathus&SpeciesName=lettiensis&fc=258&stockcode=8643
3506,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46204&GenusName=Solegnathus&SpeciesName=robustus&fc=258&stockcode=38933
3507,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14268&GenusName=Solegnathus&SpeciesName=spinosissimus&fc=258&stockcode=14119
3508,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=58752&GenusName=Spaniblennius&SpeciesName=clandestinus&fc=392&stockcode=48477
3509,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=22620&GenusName=Spaniblennius&SpeciesName=riodourensis&fc=392&stockcode=17964
3510,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8991&GenusName=Spectrunculus&SpeciesName=grandis&fc=186&stockcode=9312
3511,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5778&GenusName=Sphaeramia&SpeciesName=nematoptera&fc=304&stockcode=6072
3512,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4926&GenusName=Sphaeramia&SpeciesName=orbicularis&fc=304&stockcode=5159
3513,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4294&GenusName=Sphoeroides&SpeciesName=dorsalis&fc=448&stockcode=4490
3514,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1181&GenusName=Sphoeroides&SpeciesName=maculatus&fc=448&stockcode=1197
3515,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1240&GenusName=Sphoeroides&SpeciesName=nephelus&fc=448&stockcode=1256
3516,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4297&GenusName=Sphoeroides&SpeciesName=parvus&fc=448&stockcode=4493
3517,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1241&GenusName=Sphoeroides&SpeciesName=spengleri&fc=448&stockcode=1257
3518,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4887&GenusName=Spicara&SpeciesName=maena&fc=330&stockcode=5119
3519,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1355&GenusName=Spinachia&SpeciesName=spinachia&fc=260&stockcode=1373
3520,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24086&GenusName=Spiniraja&SpeciesName=whitleyi&fc=19&stockcode=19148
