,Species_with_Information_on_Predators
1589,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4255&GenusName=Psettichthys&SpeciesName=melanostictus
1590,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=513&GenusName=Psettodes&SpeciesName=erumei
1591,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6568&GenusName=Pseudanthias&SpeciesName=squamipinnis
1592,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12011&GenusName=Pseudaphritis&SpeciesName=urvillii
1593,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=963&GenusName=Pseudauchenipterus&SpeciesName=nodosus
1594,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6139&GenusName=Pseudobarbus&SpeciesName=phlegethon
1595,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2549&GenusName=Pseudobatos&SpeciesName=productus
1596,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1002&GenusName=Pseudocaranx&SpeciesName=dentex
1597,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=475&GenusName=Pseudochaenichthys&SpeciesName=georgianus
1598,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5617&GenusName=Pseudocheilinus&SpeciesName=hexataenia
1599,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6891&GenusName=Pseudocrenilabrus&SpeciesName=philander
1600,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22786&GenusName=Pseudogobius&SpeciesName=olorum
1601,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7320&GenusName=Pseudogramma&SpeciesName=polyacantha
1602,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=46965&GenusName=Pseudolabrus&SpeciesName=miles
1603,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6334&GenusName=Pseudomyxus&SpeciesName=capensis
1604,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2020&GenusName=Pseudophycis&SpeciesName=bachus
1605,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=524&GenusName=Pseudopleuronectes&SpeciesName=americanus
1606,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4691&GenusName=Pseudorasbora&SpeciesName=parva
1607,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8819&GenusName=Pseudosimochromis&SpeciesName=curvifrons
1608,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=432&GenusName=Pseudotolithus&SpeciesName=senegalensis
1609,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4550&GenusName=Pseudotolithus&SpeciesName=typus
1610,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1094&GenusName=Pseudupeneus&SpeciesName=maculatus
1611,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4375&GenusName=Ptereleotris&SpeciesName=evides
1612,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4378&GenusName=Ptereleotris&SpeciesName=heteroptera
1613,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4382&GenusName=Ptereleotris&SpeciesName=monoptera
1614,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4384&GenusName=Ptereleotris&SpeciesName=zebra
1615,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=550&GenusName=Pterengraulis&SpeciesName=atherinoides
1616,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=932&GenusName=Pterocaesio&SpeciesName=chrysozona
1617,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=939&GenusName=Pterocaesio&SpeciesName=tile
1618,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=448&GenusName=Pterogymnus&SpeciesName=laniarius
1619,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7797&GenusName=Pterois&SpeciesName=miles
1620,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=423&GenusName=Pteroscion&SpeciesName=peli
1621,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12279&GenusName=Pterycombus&SpeciesName=petersii
1622,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2938&GenusName=Ptychocheilus&SpeciesName=grandis
1623,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2940&GenusName=Ptychocheilus&SpeciesName=oregonensis
1624,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=48259&GenusName=Pungitius&SpeciesName=laevis
1625,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22914&GenusName=Pungitius&SpeciesName=platygaster
1626,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3273&GenusName=Pungitius&SpeciesName=pungitius
1627,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6327&GenusName=Pungu&SpeciesName=maclareni
1628,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10137&GenusName=Puntius&SpeciesName=sophore
1629,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3051&GenusName=Pylodictis&SpeciesName=olivaris
1630,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3542&GenusName=Rachycentron&SpeciesName=canadum
1631,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10347&GenusName=Raiamas&SpeciesName=moorii
1632,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2059&GenusName=Raja&SpeciesName=clavata
1633,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1524&GenusName=Ramnogaster&SpeciesName=arcuata
1634,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=51193&GenusName=Raneya&SpeciesName=brasiliensis
1635,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1349&GenusName=Raniceps&SpeciesName=raninus
1636,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1750&GenusName=Ranzania&SpeciesName=laevis
1637,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5493&GenusName=Rasbora&SpeciesName=daniconius
1638,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5437&GenusName=Rasbora&SpeciesName=sumatrana
1639,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=109&GenusName=Rastrelliger&SpeciesName=brachysoma
1640,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=110&GenusName=Rastrelliger&SpeciesName=faughni
1641,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=111&GenusName=Rastrelliger&SpeciesName=kanagurta
1642,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=281&GenusName=Rastrineobola&SpeciesName=argentea
1643,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11818&GenusName=Redigobius&SpeciesName=bikolanus
1644,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=516&GenusName=Reinhardtius&SpeciesName=hippoglossoides
1645,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3547&GenusName=Remora&SpeciesName=osteochir
1646,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1751&GenusName=Remora&SpeciesName=remora
1647,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12243&GenusName=Retropinna&SpeciesName=retropinna
1648,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7697&GenusName=Rexea&SpeciesName=prometheoides
1649,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8490&GenusName=Rexea&SpeciesName=solandri
1650,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5747&GenusName=Rhabdamia&SpeciesName=gracilis
1651,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5535&GenusName=Rhabdosargus&SpeciesName=holubi
1652,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5368&GenusName=Rhabdosargus&SpeciesName=sarba
1653,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2081&GenusName=Rhincodon&SpeciesName=typus
1654,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2947&GenusName=Rhinichthys&SpeciesName=osculus
1655,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15825&GenusName=Rhinogobius&SpeciesName=giurinus
1656,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23114&GenusName=Rhinogobius&SpeciesName=similis
1657,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=899&GenusName=Rhizoprionodon&SpeciesName=acutus
1658,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4483&GenusName=Rhodeus&SpeciesName=amarus
1659,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=17001&GenusName=Rhynchactis&SpeciesName=leptonema
1660,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6437&GenusName=Ribeiroclinus&SpeciesName=eigenmanni
1661,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2949&GenusName=Richardsonius&SpeciesName=balteatus
1662,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3695&GenusName=Ronquilus&SpeciesName=jordani
1663,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1252&GenusName=Rostroraja&SpeciesName=eglanteria
1664,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8416&GenusName=Rutilus&SpeciesName=frisii
1665,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=272&GenusName=Rutilus&SpeciesName=rutilus
1666,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1044&GenusName=Ruvettus&SpeciesName=pretiosus
1667,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4877&GenusName=Salaria&SpeciesName=fluviatilis
1668,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1701&GenusName=Salaria&SpeciesName=pavo
1669,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6058&GenusName=Salarias&SpeciesName=fasciatus
1670,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=306&GenusName=Salilota&SpeciesName=australis
1671,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=236&GenusName=Salmo&SpeciesName=salar
1672,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=238&GenusName=Salmo&SpeciesName=trutta
1673,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=246&GenusName=Salvelinus&SpeciesName=fontinalis
1674,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2691&GenusName=Salvelinus&SpeciesName=malma
1675,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=248&GenusName=Salvelinus&SpeciesName=namaycush
1676,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=360&GenusName=Sander&SpeciesName=lucioperca
1677,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3516&GenusName=Sander&SpeciesName=vitreus
1678,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9405&GenusName=Sander&SpeciesName=volgensis
1679,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12225&GenusName=Sarcocheilichthys&SpeciesName=nigripinnis
1680,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=113&GenusName=Sarda&SpeciesName=chiliensis
1681,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=114&GenusName=Sarda&SpeciesName=orientalis
1682,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=115&GenusName=Sarda&SpeciesName=sarda
1683,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1350&GenusName=Sardina&SpeciesName=pilchardus
1684,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1502&GenusName=Sardinella&SpeciesName=albella
1685,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1043&GenusName=Sardinella&SpeciesName=aurita
1686,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1505&GenusName=Sardinella&SpeciesName=brasiliensis
1687,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1507&GenusName=Sardinella&SpeciesName=fimbriata
1688,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1511&GenusName=Sardinella&SpeciesName=longiceps
1689,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1519&GenusName=Sardinella&SpeciesName=zunasi
1690,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1477&GenusName=Sardinops&SpeciesName=sagax
1691,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3247&GenusName=Sargocentron&SpeciesName=bullisi
1692,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3248&GenusName=Sargocentron&SpeciesName=coruscum
1693,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4699&GenusName=Sargocentron&SpeciesName=diadema
1694,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5841&GenusName=Sargocentron&SpeciesName=microstoma
1695,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3251&GenusName=Sargocentron&SpeciesName=vexillarium
1696,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7868&GenusName=Sargocentron&SpeciesName=xantherythrum
1697,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5361&GenusName=Sargochromis&SpeciesName=codringtonii
1698,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1389&GenusName=Sarotherodon&SpeciesName=galilaeus
1699,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1412&GenusName=Sarotherodon&SpeciesName=melanotheron
1700,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=204&GenusName=Sarpa&SpeciesName=salpa
1701,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4170&GenusName=Sarritor&SpeciesName=frenatus
1702,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2716&GenusName=Saurida&SpeciesName=brasiliensis
1703,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4764&GenusName=Saurida&SpeciesName=elongata
1704,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4534&GenusName=Saurida&SpeciesName=gracilis
1705,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4828&GenusName=Saurida&SpeciesName=longimanus
1706,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6479&GenusName=Saurida&SpeciesName=tumbil
1707,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1055&GenusName=Saurida&SpeciesName=undosquamis
1708,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2951&GenusName=Scardinius&SpeciesName=erythrophthalmus
1709,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1153&GenusName=Scarus&SpeciesName=coeruleus
1710,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5546&GenusName=Scarus&SpeciesName=frenatus
1711,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5548&GenusName=Scarus&SpeciesName=ghobban
1712,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1154&GenusName=Scarus&SpeciesName=iseri
1713,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4969&GenusName=Scarus&SpeciesName=rivulatus
1714,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1156&GenusName=Scarus&SpeciesName=taeniopterus
1715,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1157&GenusName=Scarus&SpeciesName=vetula
1716,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12914&GenusName=Schilbe&SpeciesName=intermedius
1717,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2446&GenusName=Schilbe&SpeciesName=mandibularis
1718,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2447&GenusName=Schilbe&SpeciesName=mystus
1719,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9375&GenusName=Schilbe&SpeciesName=uranoscopus
1720,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=955&GenusName=Sciades&SpeciesName=proops
1721,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=53708&GenusName=Sciaena&SpeciesName=deliciosa
1722,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7536&GenusName=Scleropages&SpeciesName=jardinii
1723,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13983&GenusName=Scolecenchelys&SpeciesName=breviceps
1724,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5885&GenusName=Scolopsis&SpeciesName=bilineata
1725,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=116&GenusName=Scomber&SpeciesName=australasicus
1726,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=117&GenusName=Scomber&SpeciesName=japonicus
1727,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=118&GenusName=Scomber&SpeciesName=scombrus
1728,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus
1729,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9027&GenusName=Scomberesox&SpeciesName=scombroides
1730,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=120&GenusName=Scomberomorus&SpeciesName=cavalla
1731,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=121&GenusName=Scomberomorus&SpeciesName=commerson
1732,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=126&GenusName=Scomberomorus&SpeciesName=maculatus
1733,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=129&GenusName=Scomberomorus&SpeciesName=munroi
1734,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=131&GenusName=Scomberomorus&SpeciesName=niphonius
1735,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=134&GenusName=Scomberomorus&SpeciesName=regalis
1736,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=141&GenusName=Scomberomorus&SpeciesName=tritor
1737,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4438&GenusName=Scombrolabrax&SpeciesName=heterolepis
1738,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10360&GenusName=Scombrops&SpeciesName=boops
1739,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16633&GenusName=Scopelarchus&SpeciesName=guentheri
1740,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=25275&GenusName=Scopelogadus&SpeciesName=bispinosus
1741,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11600&GenusName=Scopelosaurus&SpeciesName=harryi
1742,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9161&GenusName=Scopelosaurus&SpeciesName=meadi
1743,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9162&GenusName=Scopelosaurus&SpeciesName=smithii
1744,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=530&GenusName=Scophthalmus&SpeciesName=aquosus
1745,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1348&GenusName=Scophthalmus&SpeciesName=maximus
1746,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=529&GenusName=Scophthalmus&SpeciesName=rhombus
1747,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3944&GenusName=Scorpaena&SpeciesName=inermis
1748,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10185&GenusName=Scorpaena&SpeciesName=maderensis
1749,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8333&GenusName=Scorpaena&SpeciesName=mystes
1750,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1201&GenusName=Scorpaena&SpeciesName=plumieri
1751,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1758&GenusName=Scorpaena&SpeciesName=porcus
1752,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14390&GenusName=Scorpis&SpeciesName=aequipinnis
1753,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=845&GenusName=Scyliorhinus&SpeciesName=canicula
1754,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=504&GenusName=Sebastes&SpeciesName=alutus
1755,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3954&GenusName=Sebastes&SpeciesName=borealis
1756,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=506&GenusName=Sebastes&SpeciesName=capensis
1757,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3962&GenusName=Sebastes&SpeciesName=crameri
1758,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3966&GenusName=Sebastes&SpeciesName=emphaeus
1759,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3969&GenusName=Sebastes&SpeciesName=fasciatus
1760,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3971&GenusName=Sebastes&SpeciesName=goodei
1761,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3974&GenusName=Sebastes&SpeciesName=jordani
1762,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3979&GenusName=Sebastes&SpeciesName=melanops
1763,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=505&GenusName=Sebastes&SpeciesName=mentella
1764,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=501&GenusName=Sebastes&SpeciesName=norvegicus
1765,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12084&GenusName=Sebastes&SpeciesName=oculatus
1766,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3987&GenusName=Sebastes&SpeciesName=paucispinis
1767,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1352&GenusName=Sebastes&SpeciesName=viviparus
1768,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4009&GenusName=Sebastolobus&SpeciesName=alascanus
1769,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11704&GenusName=Sebastolobus&SpeciesName=macrochir
1770,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4455&GenusName=Secutor&SpeciesName=insidiator
1771,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4811&GenusName=Secutor&SpeciesName=ruconius
1772,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=387&GenusName=Selar&SpeciesName=crumenophthalmus
1773,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1958&GenusName=Selene&SpeciesName=peruviana
1774,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=378&GenusName=Selene&SpeciesName=setapinnis
1775,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3671&GenusName=Semicossyphus&SpeciesName=pulcher
1776,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2952&GenusName=Semotilus&SpeciesName=atromaculatus
1777,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1005&GenusName=Seriola&SpeciesName=dumerili
1778,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1006&GenusName=Seriola&SpeciesName=fasciata
1779,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1961&GenusName=Seriola&SpeciesName=peruana
1780,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1007&GenusName=Seriola&SpeciesName=rivoliana
1781,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12922&GenusName=Seriolella&SpeciesName=punctata
1782,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13020&GenusName=Seriolella&SpeciesName=violacea
1783,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3589&GenusName=Seriphus&SpeciesName=politus
1784,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2383&GenusName=Serranochromis&SpeciesName=robustus
1785,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14419&GenusName=Serranus&SpeciesName=hepatus
1786,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1761&GenusName=Serranus&SpeciesName=scriba
1787,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3349&GenusName=Serranus&SpeciesName=tabacarius
1788,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7477&GenusName=Serrivomer&SpeciesName=beanii
1789,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5029&GenusName=Setarches&SpeciesName=guentheri
1790,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=610&GenusName=Setipinna&SpeciesName=phasa
1791,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=611&GenusName=Setipinna&SpeciesName=taty
1792,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1552&GenusName=Sierrathrissa&SpeciesName=leonensis
1793,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4614&GenusName=Siganus&SpeciesName=argenteus
1794,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4456&GenusName=Siganus&SpeciesName=canaliculatus
1795,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4623&GenusName=Siganus&SpeciesName=doliatus
1796,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4457&GenusName=Siganus&SpeciesName=spinus
1797,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4615&GenusName=Siganus&SpeciesName=sutor
1798,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7383&GenusName=Sigmops&SpeciesName=elongatus
1799,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22719&GenusName=Sigmops&SpeciesName=gracilis
1800,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8489&GenusName=Sillaginodes&SpeciesName=punctatus
1801,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4544&GenusName=Sillago&SpeciesName=sihama
1802,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=289&GenusName=Silurus&SpeciesName=glanis
1803,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8856&GenusName=Simochromis&SpeciesName=diagramma
1804,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7147&GenusName=Sio&SpeciesName=nordenskjoldii
1805,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=525&GenusName=Solea&SpeciesName=solea
1806,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=65617&GenusName=Solea&SpeciesName=turbynei
1807,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3675&GenusName=Sparisoma&SpeciesName=atomarium
1808,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1158&GenusName=Sparisoma&SpeciesName=aurofrenatum
1809,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3676&GenusName=Sparisoma&SpeciesName=radians
1810,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1161&GenusName=Sparisoma&SpeciesName=viride
1811,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1164&GenusName=Sparus&SpeciesName=aurata
1812,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1181&GenusName=Sphoeroides&SpeciesName=maculatus
1813,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13810&GenusName=Sphoeroides&SpeciesName=marmoratus
1814,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1241&GenusName=Sphoeroides&SpeciesName=spengleri
1815,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3678&GenusName=Sphyraena&SpeciesName=argentea
1816,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1235&GenusName=Sphyraena&SpeciesName=barracuda
1817,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6405&GenusName=Sphyraena&SpeciesName=ensis
1818,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1237&GenusName=Sphyraena&SpeciesName=picudilla
1819,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13001&GenusName=Sphyraena&SpeciesName=pinguis
1820,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1765&GenusName=Sphyraena&SpeciesName=sphyraena
1821,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10202&GenusName=Sphyraena&SpeciesName=viridensis
1822,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=912&GenusName=Sphyrna&SpeciesName=lewini
1823,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4887&GenusName=Spicara&SpeciesName=maena
1824,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1766&GenusName=Spicara&SpeciesName=smaris
1825,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1356&GenusName=Spondyliosoma&SpeciesName=cantharus
1826,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5536&GenusName=Spondyliosoma&SpeciesName=emarginatum
1827,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1457&GenusName=Spratelloides&SpeciesName=delicatulus
