,Length_Weight_Parameters
4030,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49693&GenusName=Ponticola&SpeciesName=gorlap&fc=405
4031,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67809&GenusName=Ponticola&SpeciesName=iranicus&fc=405
4032,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25982&GenusName=Ponticola&SpeciesName=syrman&fc=405
4033,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8221&GenusName=Pontinus&SpeciesName=clemensi&fc=264
4034,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5007&GenusName=Pontinus&SpeciesName=kuhlii&fc=264
4035,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3931&GenusName=Pontinus&SpeciesName=longispinis&fc=264
4036,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3932&GenusName=Pontinus&SpeciesName=nematophthalmus&fc=264
4037,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3933&GenusName=Pontinus&SpeciesName=rathbuni&fc=264
4038,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8222&GenusName=Pontinus&SpeciesName=sierra&fc=264
4039,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27921&GenusName=Poptella&SpeciesName=brevispina&fc=102
4040,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51977&GenusName=Poptella&SpeciesName=compressa&fc=102
4041,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53345&GenusName=Poptella&SpeciesName=paraguayensis&fc=102
4042,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13547&GenusName=Porichthys&SpeciesName=analis&fc=189
4043,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8220&GenusName=Porichthys&SpeciesName=margaritatus&fc=189
4044,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3070&GenusName=Porichthys&SpeciesName=myriaster&fc=189
4045,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3071&GenusName=Porichthys&SpeciesName=notatus&fc=189
4046,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12925&GenusName=Porichthys&SpeciesName=porosissimus&fc=189
4047,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12093&GenusName=Porochilus&SpeciesName=argenteus&fc=149
4048,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=835&GenusName=Poroderma&SpeciesName=africanum&fc=10
4049,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5117&GenusName=Poromitra&SpeciesName=crassiceps&fc=233
4050,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27124&GenusName=Poropuntius&SpeciesName=laoensis&fc=122
4051,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1571&GenusName=Potamalosa&SpeciesName=richmondia&fc=43
4052,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51770&GenusName=Potamarius&SpeciesName=nelsoni&fc=145
4053,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25648&GenusName=Potamorhina&SpeciesName=altamazonica&fc=111
4054,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25649&GenusName=Potamorhina&SpeciesName=latior&fc=111
4055,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53101&GenusName=Potamorhina&SpeciesName=squamoralevis&fc=111
4056,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53766&GenusName=Potamotrygon&SpeciesName=leopoldi&fc=21
4057,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48569&GenusName=Potamotrygon&SpeciesName=magdalenae&fc=21
4058,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6382&GenusName=Potamotrygon&SpeciesName=motoro&fc=21
4059,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6632&GenusName=Premnas&SpeciesName=biaculeatus&fc=350
4060,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1149&GenusName=Priacanthus&SpeciesName=arenatus&fc=303
4061,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9903&GenusName=Priacanthus&SpeciesName=blochii&fc=303
4062,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5791&GenusName=Priacanthus&SpeciesName=hamrur&fc=303
4063,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=356&GenusName=Priacanthus&SpeciesName=macracanthus&fc=303
4064,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4651&GenusName=Priacanthus&SpeciesName=tayenus&fc=303
4065,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7221&GenusName=Priolepis&SpeciesName=cincta&fc=405
4066,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3897&GenusName=Priolepis&SpeciesName=hipoliti&fc=405
4067,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=898&GenusName=Prionace&SpeciesName=glauca&fc=11
4068,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14256&GenusName=Prionotus&SpeciesName=albirostris&fc=266
4069,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1244&GenusName=Prionotus&SpeciesName=evolans&fc=266
4070,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14029&GenusName=Prionotus&SpeciesName=nudigula&fc=266
4071,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1245&GenusName=Prionotus&SpeciesName=punctatus&fc=266
4072,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4024&GenusName=Prionotus&SpeciesName=roseus&fc=266
4073,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14259&GenusName=Prionotus&SpeciesName=ruscarius&fc=266
4074,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4029&GenusName=Prionotus&SpeciesName=stephanophrys&fc=266
4075,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4030&GenusName=Prionotus&SpeciesName=tribulus&fc=266
4076,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12625&GenusName=Prionurus&SpeciesName=maculatus&fc=412
4077,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5756&GenusName=Pristiapogon&SpeciesName=exostigma&fc=304
4078,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5757&GenusName=Pristiapogon&SpeciesName=fraenatus&fc=304
4079,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5758&GenusName=Pristiapogon&SpeciesName=kallopterus&fc=304
4080,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5755&GenusName=Pristiapogon&SpeciesName=taeniopterus&fc=304
4081,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5748&GenusName=Pristicon&SpeciesName=trimaculatus&fc=304
4082,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7905&GenusName=Pristigenys&SpeciesName=niphonia&fc=303
4083,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3519&GenusName=Pristigenys&SpeciesName=serrula&fc=303
4084,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=721&GenusName=Pristiophorus&SpeciesName=cirratus&fc=14
4085,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=723&GenusName=Pristiophorus&SpeciesName=nudipinnis&fc=14
4086,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=198&GenusName=Pristipomoides&SpeciesName=aquilonaris&fc=323
4087,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=199&GenusName=Pristipomoides&SpeciesName=argyrogrammicus&fc=323
4088,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=200&GenusName=Pristipomoides&SpeciesName=auricilla&fc=323
4089,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=201&GenusName=Pristipomoides&SpeciesName=filamentosus&fc=323
4090,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=202&GenusName=Pristipomoides&SpeciesName=flavipinnis&fc=323
4091,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=205&GenusName=Pristipomoides&SpeciesName=freemani&fc=323
4092,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=208&GenusName=Pristipomoides&SpeciesName=multidens&fc=323
4093,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=209&GenusName=Pristipomoides&SpeciesName=sieboldii&fc=323
4094,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=210&GenusName=Pristipomoides&SpeciesName=typus&fc=323
4095,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=211&GenusName=Pristipomoides&SpeciesName=zonatus&fc=323
4096,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2546&GenusName=Pristis&SpeciesName=microdon&fc=16
4097,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2057&GenusName=Pristis&SpeciesName=pectinata&fc=16
4098,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51176&GenusName=Pristis&SpeciesName=perotteti&fc=16
4099,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=28032&GenusName=Pristobrycon&SpeciesName=striolatus&fc=686
4100,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10318&GenusName=Pristolepis&SpeciesName=fasciata&fc=693
4101,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12290&GenusName=Pristolepis&SpeciesName=grootii&fc=693
4102,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8127&GenusName=Pristotis&SpeciesName=obtusirostris&fc=350
4103,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5422&GenusName=Probarbus&SpeciesName=jullieni&fc=122
4104,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51245&GenusName=Prochilodus&SpeciesName=brevis&fc=598
4105,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13056&GenusName=Prochilodus&SpeciesName=lineatus&fc=598
4106,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26150&GenusName=Prochilodus&SpeciesName=magdalenae&fc=598
4107,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51243&GenusName=Prochilodus&SpeciesName=mariae&fc=598
4108,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11894&GenusName=Prochilodus&SpeciesName=nigricans&fc=598
4109,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51246&GenusName=Prochilodus&SpeciesName=vimboides&fc=598
4110,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48084&GenusName=Procottus&SpeciesName=jeittelesii&fc=584
4111,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48087&GenusName=Procottus&SpeciesName=major&fc=584
4112,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55401&GenusName=Procypris&SpeciesName=rabaudi&fc=122
4113,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13350&GenusName=Proeutropiichthys&SpeciesName=taakree&fc=721
4114,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49585&GenusName=Profundulus&SpeciesName=labialis&fc=569
4115,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49586&GenusName=Profundulus&SpeciesName=punctatus&fc=569
4116,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50636&GenusName=Proloricaria&SpeciesName=prolixa&fc=157
4117,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5008&GenusName=Promethichthys&SpeciesName=prometheus&fc=414
4118,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3328&GenusName=Pronotogrammus&SpeciesName=martinicensis&fc=289
4119,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3312&GenusName=Pronotogrammus&SpeciesName=multifasciatus&fc=289
4120,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2681&GenusName=Prosopium&SpeciesName=coulterii&fc=76
4121,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2682&GenusName=Prosopium&SpeciesName=cylindraceum&fc=76
4122,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2685&GenusName=Prosopium&SpeciesName=williamsoni&fc=76
4123,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12020&GenusName=Proterorhinus&SpeciesName=marmoratus&fc=405
4124,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4571&GenusName=Protonibea&SpeciesName=diacanthus&fc=331
4125,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8734&GenusName=Protopterus&SpeciesName=aethiopicus&fc=552
4126,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2384&GenusName=Protopterus&SpeciesName=annectens&fc=552
4127,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=60010&GenusName=Protosalanx&SpeciesName=chinensis&fc=82
4128,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12236&GenusName=Protosalanx&SpeciesName=hyalocranius&fc=82
4129,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1189&GenusName=Protosciaena&SpeciesName=bathytatos&fc=331
4130,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1190&GenusName=Protosciaena&SpeciesName=trewavasae&fc=331
4131,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6199&GenusName=Prototroctes&SpeciesName=maraena&fc=77
4132,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54435&GenusName=Psammobatis&SpeciesName=extenta&fc=685
4133,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9946&GenusName=Psammogobius&SpeciesName=biocellatus&fc=405
4134,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9985&GenusName=Psammogobius&SpeciesName=knysnaensis&fc=405
4135,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25651&GenusName=Psectrogaster&SpeciesName=amazonica&fc=111
4136,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53109&GenusName=Psectrogaster&SpeciesName=curviventris&fc=111
4137,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53107&GenusName=Psectrogaster&SpeciesName=rhomboides&fc=111
4138,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25652&GenusName=Psectrogaster&SpeciesName=rutiloides&fc=111
4139,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=497&GenusName=Psenopsis&SpeciesName=anomala&fc=421
4140,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14280&GenusName=Psenopsis&SpeciesName=cyanea&fc=421
4141,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=513&GenusName=Psettodes&SpeciesName=erumei&fc=437
4142,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7979&GenusName=Pseudalutarius&SpeciesName=nasicornis&fc=517
4143,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12334&GenusName=Pseudanos&SpeciesName=trimaculatus&fc=559
4144,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7874&GenusName=Pseudanthias&SpeciesName=bicolor&fc=289
4145,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6567&GenusName=Pseudanthias&SpeciesName=huchtii&fc=289
4146,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8124&GenusName=Pseudanthias&SpeciesName=hypselosoma&fc=289
4147,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6934&GenusName=Pseudanthias&SpeciesName=pascalus&fc=289
4148,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6568&GenusName=Pseudanthias&SpeciesName=squamipinnis&fc=289
4149,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12776&GenusName=Pseudanthias&SpeciesName=taeniatus&fc=289
4150,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12011&GenusName=Pseudaphritis&SpeciesName=urvillii&fc=594
4151,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8409&GenusName=Pseudapocryptes&SpeciesName=elongatus&fc=405
4152,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=963&GenusName=Pseudauchenipterus&SpeciesName=nodosus&fc=147
4153,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55077&GenusName=Pseudobagrus&SpeciesName=crassilabris&fc=130
4154,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=57439&GenusName=Pseudobagrus&SpeciesName=koreanus&fc=130
4155,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50761&GenusName=Pseudobagrus&SpeciesName=pratti&fc=130
4156,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50929&GenusName=Pseudobagrus&SpeciesName=taeniatus&fc=130
4157,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50932&GenusName=Pseudobagrus&SpeciesName=truncatus&fc=130
4158,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50950&GenusName=Pseudobagrus&SpeciesName=vachellii&fc=130
4159,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4466&GenusName=Pseudobalistes&SpeciesName=fuscus&fc=445
4160,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12541&GenusName=Pseudobathylagus&SpeciesName=milleri&fc=84
4161,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13229&GenusName=Pseudobatos&SpeciesName=glaucostigmus&fc=17
4162,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13234&GenusName=Pseudobatos&SpeciesName=leucorhynchus&fc=17
4163,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=140&GenusName=Pseudobatos&SpeciesName=percellens&fc=17
4164,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=149&GenusName=Pseudobatos&SpeciesName=planiceps&fc=17
4165,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54454&GenusName=Pseudobatos&SpeciesName=prahli&fc=17
4166,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2549&GenusName=Pseudobatos&SpeciesName=productus&fc=17
4167,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23979&GenusName=Pseudoblennius&SpeciesName=cottoides&fc=277
4168,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23977&GenusName=Pseudoblennius&SpeciesName=percoides&fc=277
4169,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56111&GenusName=Pseudobrama&SpeciesName=simoni&fc=122
4170,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23458&GenusName=Pseudobunocephalus&SpeciesName=iheringii&fc=148
4171,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1002&GenusName=Pseudocaranx&SpeciesName=dentex&fc=314
4172,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=475&GenusName=Pseudochaenichthys&SpeciesName=georgianus&fc=384
4173,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5616&GenusName=Pseudocheilinus&SpeciesName=evanidus&fc=362
4174,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5617&GenusName=Pseudocheilinus&SpeciesName=hexataenia&fc=362
4175,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10431&GenusName=Pseudochondrostoma&SpeciesName=polylepis&fc=122
4176,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8003&GenusName=Pseudochromis&SpeciesName=dutoiti&fc=291
4177,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14274&GenusName=Pseudochromis&SpeciesName=tapeinosoma&fc=291
4178,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12398&GenusName=Pseudocorynopoma&SpeciesName=doriae&fc=102
4179,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6891&GenusName=Pseudocrenilabrus&SpeciesName=philander&fc=349
4180,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7151&GenusName=Pseudocyttus&SpeciesName=maculatus&fc=250
4181,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=22905&GenusName=Pseudogobio&SpeciesName=esocinus&fc=122
4182,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11816&GenusName=Pseudogobius&SpeciesName=javanicus&fc=405
4183,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7320&GenusName=Pseudogramma&SpeciesName=polyacantha&fc=289
4184,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46538&GenusName=Pseudogramma&SpeciesName=thaumasia&fc=289
4185,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55362&GenusName=Pseudogyrinocheilus&SpeciesName=prochilus&fc=122
4186,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54909&GenusName=Pseudohemiculter&SpeciesName=dispar&fc=122
4187,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56028&GenusName=Pseudohemiculter&SpeciesName=hainanensis&fc=122
4188,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46965&GenusName=Pseudolabrus&SpeciesName=miles&fc=362
4189,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24894&GenusName=Pseudolaguvia&SpeciesName=shawi&fc=592
4190,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12001&GenusName=Pseudolais&SpeciesName=micronemus&fc=134
4191,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14211&GenusName=Pseudolais&SpeciesName=pleurotaenia&fc=134
4192,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54782&GenusName=Pseudolaubuca&SpeciesName=engraulis&fc=122
4193,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54783&GenusName=Pseudolaubuca&SpeciesName=sinensis&fc=122
4194,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50664&GenusName=Pseudoloricaria&SpeciesName=laeviuscula&fc=157
4195,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10598&GenusName=Pseudomonacanthus&SpeciesName=macrurus&fc=517
4196,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6334&GenusName=Pseudomyxus&SpeciesName=capensis&fc=359
4197,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14100&GenusName=Pseudopercis&SpeciesName=numida&fc=371
4198,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50136&GenusName=Pseudopercis&SpeciesName=semifasciata&fc=371
4199,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63419&GenusName=Pseudophoxinus&SpeciesName=alii&fc=122
4200,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52636&GenusName=Pseudophoxinus&SpeciesName=anatolicus&fc=122
4201,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52637&GenusName=Pseudophoxinus&SpeciesName=antalyae&fc=122
4202,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67153&GenusName=Pseudophoxinus&SpeciesName=burduricus&fc=122
4203,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52657&GenusName=Pseudophoxinus&SpeciesName=crassus&fc=122
4204,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=65284&GenusName=Pseudophoxinus&SpeciesName=fahrettini&fc=122
4205,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2020&GenusName=Pseudophycis&SpeciesName=bachus&fc=180
4206,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2022&GenusName=Pseudophycis&SpeciesName=breviuscula&fc=180
4207,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58258&GenusName=Pseudopimelodus&SpeciesName=bufonius&fc=609
4208,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8674&GenusName=Pseudoplatystoma&SpeciesName=corruscans&fc=150
4209,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6410&GenusName=Pseudoplatystoma&SpeciesName=fasciatum&fc=150
4210,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63539&GenusName=Pseudoplatystoma&SpeciesName=magdaleniatum&fc=150
4211,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8695&GenusName=Pseudoplatystoma&SpeciesName=tigrinum&fc=150
4212,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=524&GenusName=Pseudopleuronectes&SpeciesName=americanus&fc=440
4213,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8556&GenusName=Pseudopleuronectes&SpeciesName=herzensteini&fc=440
4214,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24239&GenusName=Pseudopleuronectes&SpeciesName=obscurus&fc=440
4215,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8170&GenusName=Pseudopleuronectes&SpeciesName=yokohamae&fc=440
4216,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25578&GenusName=Pseudopungtungia&SpeciesName=nigra&fc=122
4217,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4691&GenusName=Pseudorasbora&SpeciesName=parva&fc=122
4218,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1325&GenusName=Pseudorhombus&SpeciesName=arsius&fc=514
4219,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4576&GenusName=Pseudorhombus&SpeciesName=cinnamoneus&fc=514
4220,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1333&GenusName=Pseudorhombus&SpeciesName=elevatus&fc=514
4221,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1376&GenusName=Pseudorhombus&SpeciesName=natalensis&fc=514
4222,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13071&GenusName=Pseudorhombus&SpeciesName=oligodon&fc=514
4223,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8284&GenusName=Pseudorhombus&SpeciesName=quinquocellatus&fc=514
4224,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12558&GenusName=Pseudoscopelus&SpeciesName=altipinnis&fc=368
4225,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=28133&GenusName=Pseudosynanceia&SpeciesName=melanostigma&fc=578
4226,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=433&GenusName=Pseudotolithus&SpeciesName=elongatus&fc=331
4227,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=432&GenusName=Pseudotolithus&SpeciesName=senegalensis&fc=331
4228,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5009&GenusName=Pseudotolithus&SpeciesName=senegallus&fc=331
4229,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4550&GenusName=Pseudotolithus&SpeciesName=typus&fc=331
4230,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46667&GenusName=Pseudoxiphophorus&SpeciesName=bimaculatus&fc=216
4231,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46715&GenusName=Pseudoxiphophorus&SpeciesName=jonesii&fc=216
4232,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3592&GenusName=Pseudupeneus&SpeciesName=grandisquamis&fc=332
4233,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1094&GenusName=Pseudupeneus&SpeciesName=maculatus&fc=332
4234,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=453&GenusName=Pseudupeneus&SpeciesName=prayensis&fc=332
4235,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24489&GenusName=Psilorhynchus&SpeciesName=balitora&fc=124
4236,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24492&GenusName=Psilorhynchus&SpeciesName=homaloptera&fc=124
4237,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16335&GenusName=Pteraclis&SpeciesName=carolinus&fc=319
4238,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15426&GenusName=Pterapogon&SpeciesName=kauderni&fc=304
4239,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=550&GenusName=Pterengraulis&SpeciesName=atherinoides&fc=454
4240,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=932&GenusName=Pterocaesio&SpeciesName=chrysozona&fc=459
