,Maturity_Studies
2457,https://www.fishbase.de/Reproduction/MaturityList.php?ID=204&GenusName=Sarpa&SpeciesName=salpa&fc=330
2458,https://www.fishbase.de/Reproduction/MaturityList.php?ID=57778&GenusName=Satanoperca&SpeciesName=pappaterra&fc=349
2459,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6479&GenusName=Saurida&SpeciesName=tumbil&fc=160
2460,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1055&GenusName=Saurida&SpeciesName=undosquamis&fc=160
2461,https://www.fishbase.de/Reproduction/MaturityList.php?ID=47352&GenusName=Saurogobio&SpeciesName=dabryi&fc=122
2462,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2595&GenusName=Scaphirhynchus&SpeciesName=albus&fc=32
2463,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2596&GenusName=Scaphirhynchus&SpeciesName=platorynchus&fc=32
2464,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49064&GenusName=Scardinius&SpeciesName=acarnanicus&fc=122
2465,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2951&GenusName=Scardinius&SpeciesName=erythrophthalmus&fc=122
2466,https://www.fishbase.de/Reproduction/MaturityList.php?ID=65320&GenusName=Scardinius&SpeciesName=hesperidicus&fc=122
2467,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13554&GenusName=Scartichthys&SpeciesName=gigas&fc=392
2468,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1153&GenusName=Scarus&SpeciesName=coeruleus&fc=364
2469,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5546&GenusName=Scarus&SpeciesName=frenatus&fc=364
2470,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5548&GenusName=Scarus&SpeciesName=ghobban&fc=364
2471,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1154&GenusName=Scarus&SpeciesName=iseri&fc=364
2472,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5553&GenusName=Scarus&SpeciesName=psittacus&fc=364
2473,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5555&GenusName=Scarus&SpeciesName=rubroviolaceus&fc=364
2474,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1156&GenusName=Scarus&SpeciesName=taeniopterus&fc=364
2475,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4698&GenusName=Scatophagus&SpeciesName=argus&fc=341
2476,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12914&GenusName=Schilbe&SpeciesName=intermedius&fc=133
2477,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2446&GenusName=Schilbe&SpeciesName=mandibularis&fc=133
2478,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2447&GenusName=Schilbe&SpeciesName=mystus&fc=133
2479,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9375&GenusName=Schilbe&SpeciesName=uranoscopus&fc=133
2480,https://www.fishbase.de/Reproduction/MaturityList.php?ID=61753&GenusName=Schindleria&SpeciesName=brevipinguis&fc=401
2481,https://www.fishbase.de/Reproduction/MaturityList.php?ID=50382&GenusName=Schistura&SpeciesName=dorsizona&fc=692
2482,https://www.fishbase.de/Reproduction/MaturityList.php?ID=50391&GenusName=Schistura&SpeciesName=sombooni&fc=692
2483,https://www.fishbase.de/Reproduction/MaturityList.php?ID=50392&GenusName=Schistura&SpeciesName=tubulinaris&fc=692
2484,https://www.fishbase.de/Reproduction/MaturityList.php?ID=52644&GenusName=Schizodon&SpeciesName=altoparanae&fc=559
2485,https://www.fishbase.de/Reproduction/MaturityList.php?ID=53266&GenusName=Schizodon&SpeciesName=borellii&fc=559
2486,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23448&GenusName=Schizodon&SpeciesName=fasciatus&fc=559
2487,https://www.fishbase.de/Reproduction/MaturityList.php?ID=24427&GenusName=Schizothorax&SpeciesName=curvifrons&fc=122
2488,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8705&GenusName=Schizothorax&SpeciesName=richardsonii&fc=122
2489,https://www.fishbase.de/Reproduction/MaturityList.php?ID=838&GenusName=Schroederichthys&SpeciesName=bivius&fc=10
2490,https://www.fishbase.de/Reproduction/MaturityList.php?ID=840&GenusName=Schroederichthys&SpeciesName=maculatus&fc=10
2491,https://www.fishbase.de/Reproduction/MaturityList.php?ID=61185&GenusName=Schroederichthys&SpeciesName=saurisqualus&fc=10
2492,https://www.fishbase.de/Reproduction/MaturityList.php?ID=951&GenusName=Sciades&SpeciesName=herzbergii&fc=145
2493,https://www.fishbase.de/Reproduction/MaturityList.php?ID=952&GenusName=Sciades&SpeciesName=parkeri&fc=145
2494,https://www.fishbase.de/Reproduction/MaturityList.php?ID=955&GenusName=Sciades&SpeciesName=proops&fc=145
2495,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1294&GenusName=Sciades&SpeciesName=sona&fc=145
2496,https://www.fishbase.de/Reproduction/MaturityList.php?ID=53708&GenusName=Sciaena&SpeciesName=deliciosa&fc=331
2497,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1707&GenusName=Sciaena&SpeciesName=umbra&fc=331
2498,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1191&GenusName=Sciaenops&SpeciesName=ocellatus&fc=331
2499,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6357&GenusName=Scleropages&SpeciesName=formosus&fc=38
2500,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7536&GenusName=Scleropages&SpeciesName=jardinii&fc=38
2501,https://www.fishbase.de/Reproduction/MaturityList.php?ID=906&GenusName=Scoliodon&SpeciesName=laticaudus&fc=11
2502,https://www.fishbase.de/Reproduction/MaturityList.php?ID=67046&GenusName=Scoliodon&SpeciesName=macrorhynchos&fc=11
2503,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5889&GenusName=Scolopsis&SpeciesName=taeniata&fc=324
2504,https://www.fishbase.de/Reproduction/MaturityList.php?ID=54736&GenusName=Scomber&SpeciesName=colias&fc=416
2505,https://www.fishbase.de/Reproduction/MaturityList.php?ID=117&GenusName=Scomber&SpeciesName=japonicus&fc=416
2506,https://www.fishbase.de/Reproduction/MaturityList.php?ID=118&GenusName=Scomber&SpeciesName=scombrus&fc=416
2507,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208
2508,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9027&GenusName=Scomberesox&SpeciesName=scombroides&fc=208
2509,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1950&GenusName=Scomberoides&SpeciesName=commersonnianus&fc=314
2510,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1953&GenusName=Scomberoides&SpeciesName=tol&fc=314
2511,https://www.fishbase.de/Reproduction/MaturityList.php?ID=119&GenusName=Scomberomorus&SpeciesName=brasiliensis&fc=416
2512,https://www.fishbase.de/Reproduction/MaturityList.php?ID=120&GenusName=Scomberomorus&SpeciesName=cavalla&fc=416
2513,https://www.fishbase.de/Reproduction/MaturityList.php?ID=121&GenusName=Scomberomorus&SpeciesName=commerson&fc=416
2514,https://www.fishbase.de/Reproduction/MaturityList.php?ID=123&GenusName=Scomberomorus&SpeciesName=guttatus&fc=416
2515,https://www.fishbase.de/Reproduction/MaturityList.php?ID=124&GenusName=Scomberomorus&SpeciesName=koreanus&fc=416
2516,https://www.fishbase.de/Reproduction/MaturityList.php?ID=125&GenusName=Scomberomorus&SpeciesName=lineolatus&fc=416
2517,https://www.fishbase.de/Reproduction/MaturityList.php?ID=126&GenusName=Scomberomorus&SpeciesName=maculatus&fc=416
2518,https://www.fishbase.de/Reproduction/MaturityList.php?ID=129&GenusName=Scomberomorus&SpeciesName=munroi&fc=416
2519,https://www.fishbase.de/Reproduction/MaturityList.php?ID=132&GenusName=Scomberomorus&SpeciesName=plurilineatus&fc=416
2520,https://www.fishbase.de/Reproduction/MaturityList.php?ID=133&GenusName=Scomberomorus&SpeciesName=queenslandicus&fc=416
2521,https://www.fishbase.de/Reproduction/MaturityList.php?ID=134&GenusName=Scomberomorus&SpeciesName=regalis&fc=416
2522,https://www.fishbase.de/Reproduction/MaturityList.php?ID=135&GenusName=Scomberomorus&SpeciesName=semifasciatus&fc=416
2523,https://www.fishbase.de/Reproduction/MaturityList.php?ID=136&GenusName=Scomberomorus&SpeciesName=sierra&fc=416
2524,https://www.fishbase.de/Reproduction/MaturityList.php?ID=141&GenusName=Scomberomorus&SpeciesName=tritor&fc=416
2525,https://www.fishbase.de/Reproduction/MaturityList.php?ID=16859&GenusName=Scopeloberyx&SpeciesName=opisthopterus&fc=233
2526,https://www.fishbase.de/Reproduction/MaturityList.php?ID=16860&GenusName=Scopeloberyx&SpeciesName=robustus&fc=233
2527,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10284&GenusName=Scopelogadus&SpeciesName=mizolepis&fc=233
2528,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4723&GenusName=Scopelopsis&SpeciesName=multipunctatus&fc=167
2529,https://www.fishbase.de/Reproduction/MaturityList.php?ID=530&GenusName=Scophthalmus&SpeciesName=aquosus&fc=515
2530,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1348&GenusName=Scophthalmus&SpeciesName=maximus&fc=515
2531,https://www.fishbase.de/Reproduction/MaturityList.php?ID=529&GenusName=Scophthalmus&SpeciesName=rhombus&fc=515
2532,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3943&GenusName=Scorpaena&SpeciesName=guttata&fc=264
2533,https://www.fishbase.de/Reproduction/MaturityList.php?ID=17259&GenusName=Scorpaena&SpeciesName=loppei&fc=264
2534,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1758&GenusName=Scorpaena&SpeciesName=porcus&fc=264
2535,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4140&GenusName=Scorpaenichthys&SpeciesName=marmoratus&fc=277
2536,https://www.fishbase.de/Reproduction/MaturityList.php?ID=59495&GenusName=Scorpaenopsis&SpeciesName=altirostris&fc=264
2537,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14390&GenusName=Scorpis&SpeciesName=aequipinnis&fc=339
2538,https://www.fishbase.de/Reproduction/MaturityList.php?ID=845&GenusName=Scyliorhinus&SpeciesName=canicula&fc=10
2539,https://www.fishbase.de/Reproduction/MaturityList.php?ID=846&GenusName=Scyliorhinus&SpeciesName=capensis&fc=10
2540,https://www.fishbase.de/Reproduction/MaturityList.php?ID=849&GenusName=Scyliorhinus&SpeciesName=haeckelii&fc=10
2541,https://www.fishbase.de/Reproduction/MaturityList.php?ID=854&GenusName=Scyliorhinus&SpeciesName=stellaris&fc=10
2542,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5821&GenusName=Sebastapistes&SpeciesName=fowleri&fc=264
2543,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3949&GenusName=Sebastes&SpeciesName=aleutianus&fc=573
2544,https://www.fishbase.de/Reproduction/MaturityList.php?ID=504&GenusName=Sebastes&SpeciesName=alutus&fc=573
2545,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3950&GenusName=Sebastes&SpeciesName=atrovirens&fc=573
2546,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3951&GenusName=Sebastes&SpeciesName=auriculatus&fc=573
2547,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3952&GenusName=Sebastes&SpeciesName=aurora&fc=573
2548,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3953&GenusName=Sebastes&SpeciesName=babcocki&fc=573
2549,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3954&GenusName=Sebastes&SpeciesName=borealis&fc=573
2550,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3955&GenusName=Sebastes&SpeciesName=brevispinis&fc=573
2551,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3956&GenusName=Sebastes&SpeciesName=carnatus&fc=573
2552,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3957&GenusName=Sebastes&SpeciesName=caurinus&fc=573
2553,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3958&GenusName=Sebastes&SpeciesName=chlorostictus&fc=573
2554,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3959&GenusName=Sebastes&SpeciesName=chrysomelas&fc=573
2555,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3960&GenusName=Sebastes&SpeciesName=ciliatus&fc=573
2556,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3961&GenusName=Sebastes&SpeciesName=constellatus&fc=573
2557,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3962&GenusName=Sebastes&SpeciesName=crameri&fc=573
2558,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3963&GenusName=Sebastes&SpeciesName=dallii&fc=573
2559,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3964&GenusName=Sebastes&SpeciesName=diploproa&fc=573
2560,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3965&GenusName=Sebastes&SpeciesName=elongatus&fc=573
2561,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3966&GenusName=Sebastes&SpeciesName=emphaeus&fc=573
2562,https://www.fishbase.de/Reproduction/MaturityList.php?ID=502&GenusName=Sebastes&SpeciesName=entomelas&fc=573
2563,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3969&GenusName=Sebastes&SpeciesName=fasciatus&fc=573
2564,https://www.fishbase.de/Reproduction/MaturityList.php?ID=503&GenusName=Sebastes&SpeciesName=flavidus&fc=573
2565,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23844&GenusName=Sebastes&SpeciesName=glaucus&fc=573
2566,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3971&GenusName=Sebastes&SpeciesName=goodei&fc=573
2567,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3972&GenusName=Sebastes&SpeciesName=helvomaculatus&fc=573
2568,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3973&GenusName=Sebastes&SpeciesName=hopkinsi&fc=573
2569,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4586&GenusName=Sebastes&SpeciesName=inermis&fc=573
2570,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3974&GenusName=Sebastes&SpeciesName=jordani&fc=573
2571,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3976&GenusName=Sebastes&SpeciesName=levis&fc=573
2572,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3978&GenusName=Sebastes&SpeciesName=maliger&fc=573
2573,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3979&GenusName=Sebastes&SpeciesName=melanops&fc=573
2574,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3981&GenusName=Sebastes&SpeciesName=melanostomus&fc=573
2575,https://www.fishbase.de/Reproduction/MaturityList.php?ID=505&GenusName=Sebastes&SpeciesName=mentella&fc=573
2576,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3982&GenusName=Sebastes&SpeciesName=miniatus&fc=573
2577,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23852&GenusName=Sebastes&SpeciesName=minor&fc=573
2578,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3983&GenusName=Sebastes&SpeciesName=mystinus&fc=573
2579,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3984&GenusName=Sebastes&SpeciesName=nebulosus&fc=573
2580,https://www.fishbase.de/Reproduction/MaturityList.php?ID=501&GenusName=Sebastes&SpeciesName=norvegicus&fc=573
2581,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3986&GenusName=Sebastes&SpeciesName=ovalis&fc=573
2582,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4587&GenusName=Sebastes&SpeciesName=pachycephalus&fc=573
2583,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3987&GenusName=Sebastes&SpeciesName=paucispinis&fc=573
2584,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3989&GenusName=Sebastes&SpeciesName=pinniger&fc=573
2585,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3990&GenusName=Sebastes&SpeciesName=polyspinis&fc=573
2586,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3992&GenusName=Sebastes&SpeciesName=rastrelliger&fc=573
2587,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3994&GenusName=Sebastes&SpeciesName=rosaceus&fc=573
2588,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3995&GenusName=Sebastes&SpeciesName=rosenblatti&fc=573
2589,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3996&GenusName=Sebastes&SpeciesName=ruberrimus&fc=573
2590,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3997&GenusName=Sebastes&SpeciesName=rubrivinctus&fc=573
2591,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3999&GenusName=Sebastes&SpeciesName=rufus&fc=573
2592,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4000&GenusName=Sebastes&SpeciesName=saxicola&fc=573
2593,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6534&GenusName=Sebastes&SpeciesName=schlegelii&fc=573
2594,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4001&GenusName=Sebastes&SpeciesName=semicinctus&fc=573
2595,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4002&GenusName=Sebastes&SpeciesName=serranoides&fc=573
2596,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13053&GenusName=Sebastes&SpeciesName=steindachneri&fc=573
2597,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23854&GenusName=Sebastes&SpeciesName=taczanowskii&fc=573
2598,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23861&GenusName=Sebastes&SpeciesName=trivittatus&fc=573
2599,https://www.fishbase.de/Reproduction/MaturityList.php?ID=63583&GenusName=Sebastes&SpeciesName=variabilis&fc=573
2600,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4006&GenusName=Sebastes&SpeciesName=variegatus&fc=573
2601,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1352&GenusName=Sebastes&SpeciesName=viviparus&fc=573
2602,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23857&GenusName=Sebastes&SpeciesName=vulpes&fc=573
2603,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4008&GenusName=Sebastes&SpeciesName=zacentrus&fc=573
2604,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4597&GenusName=Sebastiscus&SpeciesName=marmoratus&fc=573
2605,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4009&GenusName=Sebastolobus&SpeciesName=alascanus&fc=573
2606,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4010&GenusName=Sebastolobus&SpeciesName=altivelis&fc=573
2607,https://www.fishbase.de/Reproduction/MaturityList.php?ID=11704&GenusName=Sebastolobus&SpeciesName=macrochir&fc=573
2608,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4455&GenusName=Secutor&SpeciesName=insidiator&fc=318
2609,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4811&GenusName=Secutor&SpeciesName=ruconius&fc=318
2610,https://www.fishbase.de/Reproduction/MaturityList.php?ID=387&GenusName=Selar&SpeciesName=crumenophthalmus&fc=314
2611,https://www.fishbase.de/Reproduction/MaturityList.php?ID=388&GenusName=Selaroides&SpeciesName=leptolepis&fc=314
2612,https://www.fishbase.de/Reproduction/MaturityList.php?ID=378&GenusName=Selene&SpeciesName=setapinnis&fc=314
2613,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3671&GenusName=Semicossyphus&SpeciesName=pulcher&fc=362
2614,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2952&GenusName=Semotilus&SpeciesName=atromaculatus&fc=122
2615,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1005&GenusName=Seriola&SpeciesName=dumerili&fc=314
2616,https://www.fishbase.de/Reproduction/MaturityList.php?ID=382&GenusName=Seriola&SpeciesName=lalandi&fc=314
2617,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12918&GenusName=Seriolella&SpeciesName=brama&fc=421
2618,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12922&GenusName=Seriolella&SpeciesName=punctata&fc=421
2619,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3589&GenusName=Seriphus&SpeciesName=politus&fc=331
2620,https://www.fishbase.de/Reproduction/MaturityList.php?ID=50106&GenusName=Serranochromis&SpeciesName=altus&fc=349
2621,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5358&GenusName=Serranochromis&SpeciesName=angusticeps&fc=349
2622,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5359&GenusName=Serranochromis&SpeciesName=macrocephalus&fc=349
2623,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2383&GenusName=Serranochromis&SpeciesName=robustus&fc=349
2624,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1353&GenusName=Serranus&SpeciesName=cabrilla&fc=289
2625,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14419&GenusName=Serranus&SpeciesName=hepatus&fc=289
2626,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1761&GenusName=Serranus&SpeciesName=scriba&fc=289
2627,https://www.fishbase.de/Reproduction/MaturityList.php?ID=53336&GenusName=Serrapinnus&SpeciesName=notomelas&fc=102
2628,https://www.fishbase.de/Reproduction/MaturityList.php?ID=58140&GenusName=Serrasalmus&SpeciesName=maculatus&fc=686
2629,https://www.fishbase.de/Reproduction/MaturityList.php?ID=55016&GenusName=Serrasalmus&SpeciesName=marginatus&fc=686
2630,https://www.fishbase.de/Reproduction/MaturityList.php?ID=11973&GenusName=Serrasalmus&SpeciesName=spilopleura&fc=686
2631,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9994&GenusName=Sicyopterus&SpeciesName=lagocephalus&fc=405
2632,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1552&GenusName=Sierrathrissa&SpeciesName=leonensis&fc=43
2633,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4614&GenusName=Siganus&SpeciesName=argenteus&fc=413
2634,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4456&GenusName=Siganus&SpeciesName=canaliculatus&fc=413
2635,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4616&GenusName=Siganus&SpeciesName=fuscescens&fc=413
2636,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4588&GenusName=Siganus&SpeciesName=guttatus&fc=413
2637,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4625&GenusName=Siganus&SpeciesName=lineatus&fc=413
2638,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4613&GenusName=Siganus&SpeciesName=luridus&fc=413
2639,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4621&GenusName=Siganus&SpeciesName=punctatus&fc=413
2640,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4545&GenusName=Siganus&SpeciesName=rivulatus&fc=413
2641,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7383&GenusName=Sigmops&SpeciesName=elongatus&fc=88
2642,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8489&GenusName=Sillaginodes&SpeciesName=punctatus&fc=307
2643,https://www.fishbase.de/Reproduction/MaturityList.php?ID=402&GenusName=Sillaginopsis&SpeciesName=panijus&fc=307
2644,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8491&GenusName=Sillago&SpeciesName=aeolus&fc=307
2645,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8498&GenusName=Sillago&SpeciesName=bassensis&fc=307
2646,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8505&GenusName=Sillago&SpeciesName=burrus&fc=307
2647,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4709&GenusName=Sillago&SpeciesName=ciliata&fc=307
2648,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8512&GenusName=Sillago&SpeciesName=flindersi&fc=307
2649,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8517&GenusName=Sillago&SpeciesName=indica&fc=307
2650,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8529&GenusName=Sillago&SpeciesName=lutea&fc=307
2651,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7925&GenusName=Sillago&SpeciesName=maculata&fc=307
2652,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8535&GenusName=Sillago&SpeciesName=robusta&fc=307
2653,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7972&GenusName=Sillago&SpeciesName=schomburgkii&fc=307
2654,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4544&GenusName=Sillago&SpeciesName=sihama&fc=307
2655,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8538&GenusName=Sillago&SpeciesName=vittata&fc=307
2656,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9399&GenusName=Siluranodon&SpeciesName=auritus&fc=133
2657,https://www.fishbase.de/Reproduction/MaturityList.php?ID=25303&GenusName=Silurus&SpeciesName=aristotelis&fc=132
2658,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6566&GenusName=Silurus&SpeciesName=asotus&fc=132
2659,https://www.fishbase.de/Reproduction/MaturityList.php?ID=289&GenusName=Silurus&SpeciesName=glanis&fc=132
2660,https://www.fishbase.de/Reproduction/MaturityList.php?ID=28053&GenusName=Silurus&SpeciesName=soldatovi&fc=132
2661,https://www.fishbase.de/Reproduction/MaturityList.php?ID=25310&GenusName=Silurus&SpeciesName=triostegus&fc=132
2662,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9102&GenusName=Simenchelys&SpeciesName=parasitica&fc=57
2663,https://www.fishbase.de/Reproduction/MaturityList.php?ID=63536&GenusName=Simipercis&SpeciesName=trispinosa&fc=371
2664,https://www.fishbase.de/Reproduction/MaturityList.php?ID=28054&GenusName=Siniperca&SpeciesName=chuatsi&fc=667
2665,https://www.fishbase.de/Reproduction/MaturityList.php?ID=63737&GenusName=Sinobatis&SpeciesName=bulbicauda&fc=524
2666,https://www.fishbase.de/Reproduction/MaturityList.php?ID=525&GenusName=Solea&SpeciesName=solea&fc=441
2667,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46204&GenusName=Solegnathus&SpeciesName=robustus&fc=258
2668,https://www.fishbase.de/Reproduction/MaturityList.php?ID=138&GenusName=Somniosus&SpeciesName=microcephalus&fc=658
2669,https://www.fishbase.de/Reproduction/MaturityList.php?ID=704&GenusName=Somniosus&SpeciesName=rostratus&fc=658
2670,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12144&GenusName=Sorubim&SpeciesName=lima&fc=150
2671,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4499&GenusName=Sparidentex&SpeciesName=hasta&fc=330
2672,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1158&GenusName=Sparisoma&SpeciesName=aurofrenatum&fc=364
2673,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13025&GenusName=Sparisoma&SpeciesName=cretense&fc=364
2674,https://www.fishbase.de/Reproduction/MaturityList.php?ID=61101&GenusName=Sparisoma&SpeciesName=frondosum&fc=364
2675,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1160&GenusName=Sparisoma&SpeciesName=rubripinne&fc=364
2676,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1161&GenusName=Sparisoma&SpeciesName=viride&fc=364
2677,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5383&GenusName=Sparodon&SpeciesName=durbanensis&fc=330
2678,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1164&GenusName=Sparus&SpeciesName=aurata&fc=330
2679,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4926&GenusName=Sphaeramia&SpeciesName=orbicularis&fc=304
2680,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5423&GenusName=Sphoeroides&SpeciesName=greeleyi&fc=448
